Text,Sentiment
"It's not working Omg it was ma favourite game... After the Last updated it's not working please do something... Otherwise I will go crazy..                                                      Still u can't fix it
",0
"This is so not appropriete fir children in the volleyball one the guys privates are dangling out. My little 5 year old cousin was playing this and she asked me what that was. Try explaining that one to a 5 year old without traumatizing them.
",0
"Rubish app Used to luv it. Now it won't work on my note 4 . Can't load seating plan.
",0
"Doesn't work on androids Saw the magic on an iPhone. Bought a couple coloring books and tried with my Galaxy Note and nothing happens. Disappointed kids....especially after seeing it work on an iPhone.
",0
"The business is GREAT The app is horrible to be honest too long to try getting done at first...... moves very SHOW.... eventually I did it.... and the service was great....App still need more work in my pinion
",0
"Just constantly crashing Really enjoy the game when it works but just freezes up to often. Takes away from the enjoyment of the game. Using a Samsung Galaxy S5 lollipop update.
",0
"not convinced if this app requires android 4.3 an up, then why does it not work on android 4.4.4 devices When you call vitality drive, they say the device is not compatible, how is it not compatible I don't understand
",0
"Does not work on latest Android M preview I have been using this app since about 7 years, it seemed the purpose. But ever since i updated to Android M preview is not loading. Please fix it. You will get 5 stars.
",0
"Lack of features There is better gun apps out there.  There is no safety or manual  reloading.  Solid app but lacks the full steps of loading  a gun
",0
"Definitely shows it's roots... This is a port of an old Flash game, and it definitely shows in the graphics. Also, it gets very monotonous very quickly.
",0
"Ummmm... This dose not make sense.I mean like it's weird and it's a mimic of minecraft but wierder.Thats all I have to say...OOI wish I can rate it zero star's.
",0
"Garbage Don't waste your time downloading. Only part of the menu items even show up and is overall uneasy to use.
",0
"Needs fixing My talking bubbles wont work when i click on them they wont work. Slow and needs to be improved.
",0
"Fix it Please fix it can't record when Bluetooth is connected. U guys keep messing up a wonderful app
",0
"OK to start,  nothing more. Game seemed decent,  but after around level 14 or so it decided I can't play without registering an account. Was decent for 30 min, that's it
",0
"rubbish i wasted a dollar on this rubbishware as i didn't check it out within 15 minutes of installing it. now that i see what trash this is, i sure wish that i had done so  i'd sure as heck get my refund lol
",0
"Data theft Check permissions before downloading. Why does it need to know what calls i make
",0
"Was fun Seems like after update you win 1 out of 100 spins.... which isn't enough money.... and I refuse to pay real money for fake money.... still nice concept though
",0
"Fruit nothing I click on the game, it opens, I chose the game, and nothing. It opens but I can't move a thing. I tried sliding the fruit, clicking it and then clicking where it needs to go and it will not move. Is there a secret to it 
",0
"Unbearably laggy Inexcusable performance, lag makes entire game unplayable. Nvidia Shield tablet
",0
"Doesn't work Stock lollipop nexus 7 2013. Will not open at all, needs an update.
",0
"Adds galore Whatta shame. Looks like a good app. Shame that the pop ups wlways interrupt.
",0
"App going downhill Every call I make spawns multiple recordings on this app now. Sometimes it record sometimes it doesn't but a 30 minute phone call will have multiple Recordings most with nothing in them sucks now
",0
"Hybrid app and looks like it. Webview flickers. The touch isn't natural. Could do much much better.
",0
"It was so good before. I uninstalled before. Now that i reinstalled it I can't restore my purchase and there are no keyboard sounds when I tap the screen during songs. The game just turned dull and uninteresting now. Please fix these issues.
",0
"WHAT THE FK..... it's a very good and interesting game but.....only 6 free levels and then you have to pay rs 249 to play rest 19 levels.
",0
"Love this game, but I recently got a new phone and even though I'm signed in it won't take me to the levels I was at before. Wtf
",0
"Not good Nim buzz some times crashed and it don't work.my mean is most if the time
",0
"71715 Update. This game is wonderful. But the recent update has caused some problems. I can't log in. And it keeps saying that I need to try again when my network connection is stable. Please fix this problem as soon as possible.
",0
"Can't receive calls I can make calls.  I CANNOT receive calls.  Also, the number that is programmed on the app is a Malaysia phone number.  When I make a call, it's a Florida number.  Why, why does it have to be so difficult
",0
"Huge file, quick game The file size is way too large for a game so quick and simple. It its fun enough, but playing to 1M if practically pointless and 2M shouldn't be the most. Add 3 to 5 for at least another star.
",0
"Bug Keeped flickering to a blank gray screen an will no longer mark either  x  or o . Froze
",0
"Love the game BUT..... Love the always will but theirs no obvious way to mute sounds I like to listen to alot of podcast while I play this is impossible as far as I can see currently
",0
"Don't get it It is the worst game that I have played it doesn't even let u play it properly. Like u start then it just gets u through the games level plus it has so much adds so u can't even see half of the letters so do NOT get it.seriously.
",0
"Love the app but Loved the demo, completely sold me on an incredibly glitchy 1.50. Kinda disappointed.
",0
"After update my daily challenge don't update , just shows problems to connect to internet. Annoying. Says I got 20 corns for playing, buts adds 0
",0
"  .. The worst Shredder version for android..ChessGenius is 100 times BETTER.    2011..   ..     ,     .    .
",0
"Fails on the most basic task ... which is to display comics, because the screen keeps turning off while reading. Which makes the app mostly unusable unless you enjoy manually activating the screen every few seconds.
",0
"Bugfull Lot of bug exist in the game..also screen size is not aligned. Please update bug free virson...
",0
"Accelerometer problems Funish game with great graphics, but the accelerometer will flip mid game for no reason. Entirely frustrating and disappointing. Ruins the experience.
",0
"Try Too many adds. Stuck on level, 100 boring
",0
"Losing when I'm winning... Make no sense how in tournaments when I'm leading I end up losing and lose ALL of my tokens. I play my cars right, I get rid of All the big cards and still lose Yeah this game is RIGGED
",0
"Sonic runs way too fast. I can't explore the upper parts of the level cause sonic is running so fast, I have no time to figure out a way up there. The game is a big blur
",0
"Good game but ... I wish you could make it so you can play online with other people for coins  and to have guidelines
",0
"Ad packed annoyance 1 long as before apple actually opens.  2 ads per level... Annoying. Uninstalled.
",0
"love it when it works The last couple months the server has been playing up a lot and there has been constant disconnections from games.  Extremely frustrating when u can't connect back to the same game. Fix connection crashes.
",0
" My god, this game wont download it says insufficient space on external storage. Does the same for other Gameloft games.
",0
"7192015 update still crashed IT STILL won't even open please fix I am on android 5.0 on a galaxy S5 it was so great but now it just keeps crashing
",0
"Disappointing Monotonous and dry. Strategy often takes back seat to simple luck..
",0
"What's with your seating configuration It's not loading. Big inconvenience App sucks
",0
"The worst game I hated  they don't  even have good cars plus every single time I play it a car bumps into me . so you better  not install it
",0
"Stupid and disappointing Awful awful story. The actual puzzle solving is good but the end is just so disappointing, as I I can't believe that's it with many expletives thrown in.  Should have saved my money. Good app if it was free.
",0
"Nope Doesn't work on my tv and the app pops up with ads that you have to click just to get them off the screen. Not worth your time
",0
"Sucks Lock me out of my phone is due stupid , oh wait  just said  error enabling LOCK OUT now can't get in it also shocks me when I try to unlock it ...OUCH 
",0
"Uhh... How 2 open it  It isnt playing........
",0
"Crashing simulator Okie.... I need help. Its selling my equipped items And crashes  Crashes every time... Please fix I believe in you guys If I can't sell my items makes me not want to play it even if its the best game on market...
",0
"Ads, ads.... No go
",0
"It keeps foreclosing after every phase. I didn't pay my money just for it to foreclose every phase. Five,stars,when fixed
",0
"Used to be great now dosen't work Was a big fan of br but the app has stopped opening. Everytime it says no internet. And when it does work1out of 10 times the comments wont load. Please fix this br.
",0
"Not working when downloaded My sister plays this game not me. I just came from downloading it now and it says singstar mic has stopped.                                    It makes her ANGRY
",0
"Very poor. Not good on Oppo N3 5.5 screen, glitches a lot. Graphics are poor.
",0
"Doesn't open Throws a marmalade error for opengllt and hangs on the Sims beginning screen. Wish I could get a refund.
",0
"Too unreliable Wasn't too bad to start with, but I've had enough of the tiles jumping around and leaving me having a forfeit when the timer runs out. Uninstalling it
",0
"Rip off Credit info is missing and outdated. My report didn't have account payment history for the last 4 months... how does that help Plus my contact details and employment history are 5 years out of date I want my money back
",0
"Almost perfect. I can't seem to find an option for left handed players. Bummer.
",0
"Not opening It doesn't work at all.all it does is open then closes
",0
"Won't load It was fine before the latest update but now won't load at all. I would really hate to delete the app because it was working so perfectly before.
",0
"Bad connection Free call to US yes free but most of it go to Voice mail .everyday tried to call but no luck always recording voice mail .The bad signal lost  connection  when in BTW  the call  .Frustrating everytime  call .
",0
"Favorite Love this free cell All others I tried have a clumsy interface. They also make it too hard to win. So glad I found this one.
",0
"Could be much better Not very much going on, games take too long and gets boring quickly.  Needs more strategy, troop types etc. Tutorial is rubbish.
",0
"Very poor indeed Downloaded this app thinking, great However there were three of us skiing the exact same runs and somehow managed completely different results even though we were almost copying each other on the runs. Unreliable and waste of money.
",0
"Randomly starts in the background Since the last update, I will hear random audio playing even when my device is in standby.  Came to find out when twitch is open in the background it will randomly start.  Scared me at first.
",0
"Nice concept but touchscreen fail on Galaxy note 2014 10.1 I liked the concept but this doesn't work properly the UI prevents me processing past the tutorial first steps due to buggy touchscreen on my galaxy note 10.1 2014 edition. Refunding.
",0
"Good app if your area is listed Seen a lot of cities on the list... which is cool, but I have issue with not being able to request areas andor be able to imput the codes yourself. I my own worse enemy by not checking things out before purchasing.
",0
"DOWNLOAD GOLF FRONTIER ITS BETTER Developer BURIED my comment because his app is CRAP DOWNLOAD GOLF FRONTIER IT WORKS FLAWLESSLY FOR FREE This app doesnt have courses updated and gives wrong distance info. Galaxy Note 3
",0
"App doesn't work Downloaded on Sony Xperia z1 compact. No functions worked at all.
",0
"Still doesn't work 4 updates now. Can we at least get a status update We have no idea if it's even being looked at
",0
"There are no free hints..  Suggestion  the jackpot should pop up automatically for the hints coz i cannot find it to roll ...
",0
"Really slow feed update Devs, could you please answer why updating feed is such a slow process It takes around 1 minute and it's just no good. Running kitkat with ART.
",0
"This app is bull The only thing free about this app is the download.  You need to pay just to see who want to meet you.  Just be straight forward and charge in the beginning.  LIES ALL LIES
",0
"Little rewards. It drags on...
",0
"I hate this game . You have to pay for the horse cleaning thing , and everything else . Don't get this game , but if you want to pay for it then do it .
",0
"Worked fine up until the update The update messed up my game. I try to run it, but just went to a black screen. Nothing.shame on you rockstar....SHAME
",0
"Bummer Thank goodness for the refund button.  I do appreciate that feature
",0
"What the heck If I wanted an app that had a black screen when I opened it I would have turned off my phone. And that would have been free.
",0
"Don't install Very bad bad game.  Please remove from play store this game
",0
"Requires internet signal. Will not work by GPS alone.
",0
"Unrealistic cops always right on you and only you. Cars appear right in front of you and they handle horribly. I want all my money back. Ea is not willing to do anything about it. I have been an Ea customer since need for speed II in 1997.
",0
"Jungle marble The game has a problem that needs fixing. Marble not lining up as they should also coming from the wrong end.
",0
"All black As others have commented all black screen after logo. Unable to play at all. Real shame as all the other apps my daughter loves.
",0
"Started of good Can't go into town map anymore it gives me a black screen and stays there I paid money for app fix it now Or refund me Thanks I'll give 5 stars when fixed zte majesty 4.1.3 android
",0
"Used to be great I  downloaded this app for my granddaughter. Worked great on my old phone. Now all it does is immediately crash
",0
"Sucks Game is designed to deal out wins and losses. Determined to achieve a percentage of wins or loses. No random deals.
",0
"Do not download this...ever It's literally unplayable
",0
"I use to love it Was great but now won't open for me. And keeps crashing
",0
"i can't see my favorite forecast sets Guys, thanks for the app. A comment i have is why don't you give the option to see our custom forecast sets I can't imagine why you didn't do it and if you've done then its not obvious to find it
",0
"Meh... Could of been better for a dub step app I went through all the sets and there are no drops... Not a single one, its pretty disapointing
",0
"I know for a fact that I have a virus. But this app says that I'm good. B.S It looks to only scan apps
",0
"Gotten Boring With no addtional objectives added in such a long time there is nothing left to play for. With 10 million plus coins and over 3000 gems, what's they're left to try for.
",0
"An ad Yep their end is ruined by an advertisement built into the plot. Don't waste your time.
",0
"Ads The ads. You dont need ads where your going to have the answer this is redundant. I would have given it a 5 star
",0
"Automatically screen rotates... After opening app the screen rotates automatically... Please fix it.
",0
"I hate it... U jst need to tap d phone when two circles met. Nothng more than it...
",0
"Can't win know matted what. I'm  not crazy enough to buy fake money just so I can lose it.
",0
"Too many connection problems... I haven't been able to connect to play online once since buying. Single player works fine and I love how it plays, but the AI is too easy. Please fix your multiplayer
",0
"Black screen I can see the letters names etc. But the screen is all black. Please fix this
",0
"Play with friends not working My friend tried to join my game and it said I had a game ready so she clicked it and waited for the game to start but it said there was a server error after about a minute... Plz fix and I'll rate 5 stars
",0
"Great game Unenjoyable though Really awesome realistic mechanics instead of classic button mashing which I'm better at..probably Great stuff but difficult unless you pay for everything in the game.
",0
"Shutdowns Good game, but a long wait to boot was always an issue. And now, after an update today, it just refuses to start. Gave up without playing a ball after half a dozen restarts in 15 minutes. Get it back on its feet Nautilus
",0
"STILL NO FIX.... Drop another starr. Last update for tablet have connection issue. 610 played game got disconected which only 50 rate of getting reconected. Fix please. I am a royal paying customer.
",0
"Abandoned... Was good app at one time, but has been abandoned by the dev. Hasn't been updated in 2 years... Waste of time and money now.
",0
"omg i thought it was a great game  i unistalled it   i erased like everything on my phone to download it i couldn't get anything...  i hated it there is of course better thanks
",0
"Great but.... Its great but it keeps turning off a shuting down my tablet. I payed 2.99 and I want to play it Please fix or tell me how to fix it
",0
"Frequently crashes I don't know what happened in your recent updates but the game freezes CONSTANTLY now. I never had this problem before. I hope this can be fixed soon because you lose EVERYTHING when it happens.
",0
"Don't download this it is because this app dosn't actually like real piano... Some people say that this is good ,but that's not good.
",0
"Best game This game is the best game ever .It is awesome and wonderful
",0
"this game is so boring and no more level are unlock only 3 games are unlock please don't play this game... SOOO BOROING
",0
"Rip Off Crashes all the time. Please refund my money.
",0
"Worst game for rs 125. I want my money back. Please don't download this game.
",0
" Paid for it and it won't let me install, keeps saying insufficient memory which is not the case. My 3 year old is very disappointed
",0
"Just like Vegas..... Just like Vegas except you NEVER lose....its not a game of chance and gets boring  after awhile I have gone from 250.00 to 44000.00 in less then 2 hrs.
",0
"Room number does not exist I already paid the VIP but when I tried different room numbers given in the websites, it keeps telling me that the room number does not exist. Waste of money
",0
"Love it but hate the AI Would have easily gave it 5 stars but for crys sake fix the AI on this app. It's horrible.  It provides the dominoe that is convenient for the opponent during crucial parts of the game. Very annoying
",0
"More effort required Good content but terrible presentation. Really no update visually including the widget for past few months to years almost. There are so many visually stunning weather apps out there.  Please at least have a look at yahoo one.
",0
"Hate it You can only choose o not x and it shows Android won this game. I quickly uninstalled it.
",0
"They stopped giving bonuses. They still won't add levels with fb no extra cards About done with the game. They ruined it
",0
"Does it only go up to level 8 or something Because it keeps flashing the level 8, but I completed that level and won't let me go any further. Fix.
",0
"Fake game Don't play it fake. 4 cards no win Lol
",0
"No Good. Keeps lagging, freezing, and etc. Can't continue through game. Is faulty now.
",0
"Wont open I bought it went to click it and it just took me back to my menu. no error messages at all. please fix I really want to play. I have a Samsung galaxy s3. seriously please fix
",0
"Awesome I only read the application i don't have any experience to play this.. well actually while im installing this games  i commenting.. but in think this games is good can help everyone to stock knowledge  . Well good luck to me 
",0
"Nothing happens When i press any engine it just appears white screen and saying loading and going exit wout clicking anything. So it means i just waste my disk space. My first time i download
",0
"No rider info, or favorites grouping to follow easier. Check cycling news tour tracker  the best, how it should be done.
",0
"Great while it worked. Worked for thirty minutes then didn't work again.
",0
" disappointed I thought that rhisw game will be better but it takes very boring. But to make it better you should make some mqin Aim to motivate people to play it. If you will than it can be very gooe game. 
",0
"Does not load. Disappointed. It will not get past the loading screen. Samsung galaxy s3 please fix I realy want to play with this app.
",0
"DOC MCSTUFFINS I paid and installed it, i click on the game to put it on for my little one and the game never comes up. After like 3 seconds it goes back to mobile screen
",0
"Useless app. I just joined the Mnet app doesn't work chorus .
",0
"Does not work on Note 4 I am VERY UPSET that I have purchased an app that I can't use on my new phone. This needs to be fixed 
",0
"Went through, had a house, well I had everything. It  cut out on me. It wouldn't reload. Reinstalled it, didn't even get a house built and it cut off again and won't load.
",0
"Connect to Google Drive Failed Getting Connect to Google Drive failed. What's the point of back up if I can't back up to the cloud
",0
"As soon as I installed it, with in a minute it stopped working. Every 10 seconds after it loads it brings up the message that it has unfortunately stopped. So yeah. Stupid
",0
"Need to change  I got sick because this game a few years never change the sounds or roads there's a lot ideas like jungle or in the city jump over cars need real change a new song  new sounds effects not just colors or characters .. Ty
",0
"Not happy, useless The first time I tried to use it, it was corrupt and the app did not appear fully loaded. Very disappointed. It is completely unusable.
",0
"Fix this now I ran the game and started a new character. When I tried to craft it wouldn't let me use it. Basicly is wouldn't knowledge me pressing on the left top corner held sideways
",0
"If only it worked most of the time If and only if it loads the mangas is it a great app but for the other 90 of the time it's a nightmare to use.. The pages of the mangas just won't load at all.
",0
"Unplayable It won't let me ride my dragon,  and every time I try the character just slides along the floor, which the results in the game having to be restarted. I spent so much money on the game, fix it.
",0
"Loved it then hate it I had this game but my deice broke. So I got this game on my new tablet and when I was playing,it froze and my buildings,NBA arena, house ,school and church dissapeered . Get my world back and I will rate 5
",0
"Eats up points. Gives good payouts you start to win big.but it seems when you compete in the jackpots you start to loseif you turn down the promts to buy creditsbut its still fun to play but its obviously fixed just like in real casinos
",0
"Unable to calculate fare estimates I selected the city Kolkata and tried to calculate the estimate fare but it showed nothing every time as it failed to do the task. Please fix this otherwise this app is of no use .
",0
"Won't update Has issues with updating current metars and tafs. Continually gives old weather.
",0
"Having issues..this is not working on my phone.. Please help
",0
"Can't sign up Tried signing up with various emails and it keeps giving me invalid email. Tried many times with my two different emails to no avail. Sorely disappointed in this app. I'll stick to youtube.
",0
"No Material design. Lacks polished user interface. Could take a few GUI design notes from the Reddit News app.
",0
"Dislike  It was so so so borning no instrest I'm about delete it not worth playing litery the most boring game sorry. 15 
",0
"I am connected to FB, and some of my friends show up as neighbors, but when I try to add my fianc who also plays the game it won't add her as a neighbor. I've sent tons of requests, and so has she but still nothing She is connected to FB as well...
",0
"Keeps crashing Every time i join a mock draft it says the app has stopped working. Plz fix it 
",0
" This is not that good. It just does the same as the normal. Im lucky to get likes
",0
"Won't load I loved this game but recently it closes before it even loads. Please fix
",0
"Really bad app. Especially the buss tracker. It says there's a bus a mile away on a quiet road and you wait 30 minutes.
",0
"Not a bad game but unable to connect to a server makes it very difficult to find a reason to keep it installed on my phone. Will keep it for 24 hrs. if problems aren't fix will uninstall it
",0
"Here I go again How in the hell you don't win anything even on free spins. That's bad. Now I remember why I stopped playing this You bet 5000.00 and if you do win it's only 5.00. There is no fun in that Have good games but not fair.
",0
"Hidden Object It wasn't that exciting. Got  bored  with it real guick.
",0
"I used to like it All of a sudden the fking game starts to freeze wen I reach to the opposite side...even wen I be running or tackling... Kmft cho
",0
"Crashes crashes crashes Its fun when it works. Good luck getting it to work.
",0
"Lost all my photos I locked my photos with this app and after few days I opened the app to see them but I didn't find any thing....this is shit I can't find my photos. And I'm wating from you developers to answer me
",0
"Dont install This app used 100 mb of my data for no reason. I used it once all the month and it consume 100 mb of my back ground data... this app is transfer all ur contents... fk
",0
"Not really free Super restricted, only allows access to one item fruit pop, and even then most ingredients require purchase. Not worth wasting your time on.
",0
"Notification spam Critical message Buy our premium version. Uninstalled. I can live with the enormous amount of buy premium ads in the app itself, but don't spam my notification bar.
",0
"PROBLEM FIX IT NOW I HATE THIS THING JUST FIX THIS THING RIGHT NOW Bella.. After we put the color of the cone and turned and it says the appgame stopped fix it bianca
",0
"Ruined the game by lowering the rent so you will never make enough to progress without buying more cash. Ruined a good game. Don't waist your time,  and DON'T PAY FOR PREMIUM
",0
"Sad face Dudes sima is all about raising your sims having a family like in real life and having a job. All the other sims 3s have families why can't this one
",0
"Jumping I'm doing fine. Then I get that blue swirly thing right before a jump and I can't jump with the blue swirly thing. The game sucks.
",0
"Massive let down I've been playing for a few months and now it keeps saying there's an error and to restart it. It's not letting me race or anything. How can we fix this Will write a 5 star review if fixed.
",0
"Poor Because u have to buy so many puzzles... not enough unlocked
",0
"Hit lucky wheel twice  all 3 reels hit diamonds all 3. Your adds caused phone to crash. Had to restart. Never got any of the credit. So zero stars
",0
"Frustrated Absurdly long loading screen times or a fault with the game itself Either way, I never actually got to play the game itself as 8min becomes tedious. Shame, as this was a favourite of mine years ago.
",0
"Buggy I can look past some of the glitches, poor graphical choices, and lag. But it became totally unplayable when the character just decided to stop jumping and ducking altogether. Worthless.
",0
"Bakwas h ek dam... Don't download. ...nothing is there for kids
",0
"What piece of shit Yet another piece of shit after Hard Time, if you don't desire to make games just stop and be poor. The AI is bad, i got suspended for a week for getting hit and breaking a chair. Still, piece of crap, just stop making games MDick
",0
"This app hangs phone There is no exit option why It hangs phone too but great game I deleted mine and my phone is free once again. i am not taking the risk of downloading this phone crashing game again. Thanks you guys tried
",0
"Calling all agents, mission 3 level 3 just comes up a black screen and keeps locking my phone. Please fix and will rate higher. I love these games until now
",0
"Stupid In order to get them to do anything productive, or anything for their health and energy I have to constantly watch them. Also they complain about money all of the time and currency is hard to obtain.
",0
"Crashes tablet Tried installing multiple times e with the same result.  Freezes up and sometimes crashes Galaxy Tab 3.    to dev I no longer have it installed and don't want to reinstall it.  But showing you care deserves at least another star...
",0
"Cool but... Its a cool app, but I can't make this as default in my security settings.. help please.. sorry for bad english
",0
"Invalid phone ID After sending few messages. It not sending the messages and error message appearing like INVALID PHONE ID.
",0
"Problem I paid 2.69 for this game, but it never work...
",0
"Unable to play with real chips Though there is real chips in the account unable to play.. It's going to play for fun.. No option to change.
",0
"Not working Purchased the upgrade to have live results and it is not working. Comes with an error and shows nothing.
",0
"Won't even open Loading Loading Loading.. great game... NOT
",0
"Wtf Always thinking and thinking... I am unable to play multiplayer game ...other player they just keep on thinking... Kick out them after 15 seconds... Fix it plz...then ill rate it 5
",0
"Watch your money. Great game but designed to rob you blind. Not possible to progress to the higher levels without spending money  lots of money.
",0
"Sooo boring This game is sooooo boring..there's not even a final jeopardy Sucks that I paid for this thinking it would be a good game..don't waste your money
",0
